ID_Transacao,Data_Lancamento,Data_Prevista,Data_Liquidacao,Valor_Previsto,Valor_Realizado,Status,Tipo_Lancamento,ID_Conta,ID_Fornecedor,Descricao,Canal,Saldo,Dias_em_Aberto,Dias_Divergencia,Faixa_Aging,Faixa_Aging_Div,Criticidade,Criticidade_Div,Ordem_Aging,Ordem_Aging_Div
TRX-00856,2024-11-06,2024-11-19,2024-11-19,5250.81,5250.81,Conciliado,Pagamento,CT-005,FN-003,Ref. NF-9844,Pix,0.00,,,,,,,,
TRX-02988,2024-08-20,2024-09-02,2024-09-05,26733.04,26733.04,Conciliado,Pagamento,CT-005,FN-006,Ref. NF-5404,Ted,0.00,,,,,,,,
TRX-02113,2025-01-02,2025-01-11,2025-01-13,12650.73,12650.73,Conciliado,Pagamento,CT-004,FN-003,Ref. NF-7920,Pix,0.00,,,,,,,,
TRX-02477,2024-03-01,2024-03-10,2024-03-11,4552.51,4552.51,Conciliado,Pagamento,CT-002,FN-009,Ref. NF-4631,Boleto,0.00,,,,,,,,
TRX-01794,2024-06-23,2024-06-30,2024-07-01,42438.61,42438.61,Conciliado,Estorno,CT-008,FN-002,Ref. NF-8914,Débito,0.00,,,,,,,,
TRX-02719,2024-10-02,2024-10-03,2024-10-04,23510.42,23100.27,Divergente,Pagamento,CT-005,FN-002,Ref. NF-9408,Boleto,410.15,,239,,181 a 360 dias,,Muito Crítico,,6
TRX-00330,2024-05-25,2024-06-04,2024-06-04,770.74,770.74,Conciliado,Recebimento,CT-005,FN-004,Ref. NF-4365,Débito,0.00,,,,,,,,
TRX-02253,2024-05-03,2024-05-05,2024-05-06,30326.75,30326.75,Conciliado,Pagamento,CT-001,FN-009,Ref. NF-7365,Pix,0.00,,,,,,,,
TRX-00075,2025-04-11,2025-04-21,2025-04-22,40195.63,40195.63,Conciliado,Pagamento,CT-004,FN-010,Ref. NF-1645,Débito,0.00,,,,,,,,
TRX-00258,2025-03-20,2025-03-24,2025-03-27,13836.29,13836.29,Conciliado,Pagamento,CT-008,FN-006,Ref. NF-8937,Pix,0.00,,,,,,,,
TRX-00198,2024-12-21,2024-12-24,2024-12-25,7324.43,7324.43,Conciliado,Recebimento,CT-007,FN-010,Ref. NF-3298,Débito,0.00,,,,,,,,
TRX-00828,2025-04-04,2025-04-14,2025-04-14,22107.98,22107.98,Conciliado,Pagamento,CT-004,FN-006,Ref. NF-9785,Boleto,0.00,,,,,,,,
TRX-00011,2025-04-12,2025-04-14,2025-04-19,19008.74,17020.08,Divergente,Estorno,CT-004,FN-003,Ref. NF-6038,Ted,1988.66,,42,,31 a 60 dias,,Atenção,,2
TRX-02023,2024-07-05,2024-07-13,2024-07-13,27451.30,27451.30,Conciliado,Recebimento,CT-002,FN-004,Ref. NF-5729,Ted,0.00,,,,,,,,
TRX-00210,2024-12-01,2024-12-03,2024-12-03,4357.97,4357.97,Conciliado,Pagamento,CT-004,FN-008,Ref. NF-2975,Pix,0.00,,,,,,,,
TRX-01466,2024-12-02,2024-12-08,2024-12-08,39642.33,39642.33,Conciliado,Pagamento,CT-006,FN-005,Ref. NF-2102,Boleto,0.00,,,,,,,,
TRX-00850,2025-03-02,2025-03-09,2025-03-11,25987.41,25987.41,Conciliado,Pagamento,CT-002,FN-003,Ref. NF-4955,Pix,0.00,,,,,,,,
TRX-01559,2024-03-10,2024-03-20,2024-03-20,48597.60,48597.60,Conciliado,Recebimento,CT-007,FN-005,Ref. NF-9720,Ted,0.00,,,,,,,,
TRX-02866,2025-01-26,2025-01-27,2025-01-30,46974.85,46974.85,Conciliado,Pagamento,CT-007,FN-008,Ref. NF-6631,Pix,0.00,,,,,,,,
TRX-02096,2025-04-02,2025-04-03,,16328.45,,Pendente,Pagamento,CT-005,FN-006,Ref. NF-6004,Boleto,16328.45,58,,31 a 60 dias,,Atenção,,2,
TRX-00978,2024-08-19,2024-08-23,2024-08-25,22273.22,22273.22,Conciliado,Estorno,CT-005,FN-009,Ref. NF-5182,Débito,0.00,,,,,,,,
TRX-00375,2025-03-28,2025-03-30,2025-04-02,17206.89,16799.91,Divergente,Pagamento,CT-007,FN-009,Ref. NF-7090,Pix,406.98,,59,,31 a 60 dias,,Atenção,,2
TRX-02084,2024-03-30,2024-04-14,2024-04-17,18050.39,18050.39,Conciliado,Pagamento,CT-005,FN-001,Ref. NF-8390,Pix,0.00,,,,,,,,
TRX-02383,2024-02-17,2024-02-22,2024-02-23,16323.64,16323.64,Conciliado,Recebimento,CT-005,FN-005,Ref. NF-5293,Boleto,0.00,,,,,,,,
TRX-00835,2025-04-10,2025-04-20,2025-04-20,17376.75,17376.75,Conciliado,Pagamento,CT-004,FN-001,Ref. NF-5709,Boleto,0.00,,,,,,,,
TRX-00736,2024-12-14,2024-12-29,2024-12-31,25342.69,25342.69,Conciliado,Estorno,CT-005,FN-010,Ref. NF-3050,Débito,0.00,,,,,,,,
TRX-01321,2024-08-17,2024-08-19,2024-08-19,48722.96,48722.96,Conciliado,Estorno,CT-001,FN-002,Ref. NF-1882,Pix,0.00,,,,,,,,
TRX-02927,2024-07-07,2024-07-12,2024-07-13,27169.23,24087.67,Divergente,Estorno,CT-003,FN-006,Ref. NF-6687,Pix,3081.56,,322,,181 a 360 dias,,Muito Crítico,,6
TRX-02342,2024-05-17,2024-05-28,2024-05-30,21401.92,21401.92,Conciliado,Pagamento,CT-004,FN-010,Ref. NF-6677,Débito,0.00,,,,,,,,
TRX-00783,2024-10-22,2024-10-30,2024-11-01,11678.61,11678.61,Conciliado,Pagamento,CT-006,FN-008,Ref. NF-4373,Débito,0.00,,,,,,,,
TRX-02965,2024-10-10,2024-10-13,2024-10-14,31377.74,31377.74,Conciliado,Pagamento,CT-008,FN-009,Ref. NF-2048,Pix,0.00,,,,,,,,
TRX-00162,2024-08-23,2024-08-29,2024-08-30,2094.76,2094.76,Conciliado,Pagamento,CT-004,FN-002,Ref. NF-1550,Pix,0.00,,,,,,,,
TRX-02698,2024-05-09,2024-05-14,2024-05-14,39819.02,39819.02,Conciliado,Estorno,CT-007,FN-005,Ref. NF-9717,Ted,0.00,,,,,,,,
TRX-00570,2025-04-28,2025-04-30,2025-05-01,49106.27,49106.27,Conciliado,Pagamento,CT-006,FN-007,Ref. NF-9516,Pix,0.00,,,,,,,,
TRX-01318,2024-09-11,2024-09-21,2024-09-23,31333.87,31333.87,Conciliado,Pagamento,CT-007,FN-005,Ref. NF-5032,Débito,0.00,,,,,,,,
TRX-00236,2024-05-07,2024-05-18,2024-05-20,24244.38,24244.38,Conciliado,Pagamento,CT-007,FN-006,Ref. NF-6224,Débito,0.00,,,,,,,,
TRX-00438,2024-11-09,2024-11-10,2024-11-13,22974.72,22974.72,Conciliado,Estorno,CT-001,FN-008,Ref. NF-5827,Boleto,0.00,,,,,,,,
TRX-01774,2024-10-25,2024-10-26,2024-10-29,46712.00,46712.00,Conciliado,Recebimento,CT-002,FN-010,Ref. NF-5920,Boleto,0.00,,,,,,,,
TRX-01406,2024-03-13,2024-03-19,2024-03-21,34493.51,34493.51,Conciliado,Recebimento,CT-007,FN-001,Ref. NF-5391,Ted,0.00,,,,,,,,
TRX-01450,2025-02-12,2025-02-20,2025-02-25,6065.22,5504.36,Divergente,Pagamento,CT-008,FN-001,Ref. NF-3418,Ted,560.86,,95,,91 a 120 dias,,Alto,,4
TRX-02508,2024-09-08,2024-09-23,2024-09-25,11112.12,11112.12,Conciliado,Estorno,CT-001,FN-004,Ref. NF-8192,Ted,0.00,,,,,,,,
TRX-00791,2024-09-10,2024-09-14,2024-09-17,35439.74,35439.74,Conciliado,Pagamento,CT-006,FN-005,Ref. NF-4909,Pix,0.00,,,,,,,,
TRX-02994,2024-12-21,2025-01-02,2025-01-05,17393.08,17393.08,Conciliado,Pagamento,CT-007,FN-004,Ref. NF-1623,Pix,0.00,,,,,,,,
TRX-00686,2024-05-01,2024-05-02,2024-05-04,47892.43,47892.43,Conciliado,Pagamento,CT-005,FN-004,Ref. NF-2218,Ted,0.00,,,,,,,,
TRX-01981,2024-09-24,2024-10-02,2024-10-03,49624.69,49624.69,Conciliado,Recebimento,CT-006,FN-008,Ref. NF-3456,Débito,0.00,,,,,,,,
TRX-00189,2025-01-01,2025-01-08,2025-01-11,24222.12,24222.12,Conciliado,Pagamento,CT-008,FN-010,Ref. NF-6890,Boleto,0.00,,,,,,,,
TRX-00634,2024-05-29,2024-06-09,2024-06-10,49623.29,45683.96,Divergente,Pagamento,CT-008,FN-007,Ref. NF-3700,Pix,3939.33,,355,,181 a 360 dias,,Muito Crítico,,6
TRX-02961,2024-08-28,2024-09-01,2024-09-04,26185.00,26185.00,Conciliado,Estorno,CT-002,FN-001,Ref. NF-5553,Boleto,0.00,,,,,,,,
TRX-01899,2024-10-11,2024-10-18,2024-10-19,2302.43,2302.43,Conciliado,Pagamento,CT-003,FN-009,Ref. NF-6641,Débito,0.00,,,,,,,,
TRX-02433,2025-04-23,2025-05-04,2025-05-06,3433.63,3433.63,Conciliado,Estorno,CT-007,FN-006,Ref. NF-7997,Pix,0.00,,,,,,,,
TRX-00797,2024-11-23,2024-11-25,2024-11-28,9160.14,9160.14,Conciliado,Estorno,CT-008,FN-009,Ref. NF-5526,Ted,0.00,,,,,,,,
TRX-00514,2024-01-15,2024-01-25,2024-01-27,40572.89,40572.89,Conciliado,Pagamento,CT-006,FN-006,Ref. NF-6855,Pix,0.00,,,,,,,,
TRX-00976,2024-09-21,2024-10-01,2024-10-04,19051.15,19051.15,Conciliado,Pagamento,CT-006,FN-007,Ref. NF-3984,Ted,0.00,,,,,,,,
TRX-01857,2025-03-12,2025-03-15,2025-03-16,11989.31,11989.31,Conciliado,Pagamento,CT-001,FN-006,Ref. NF-1451,Ted,0.00,,,,,,,,
TRX-01050,2025-02-02,2025-02-04,2025-02-07,43572.90,43572.90,Conciliado,Pagamento,CT-001,FN-006,Ref. NF-2733,Pix,0.00,,,,,,,,
TRX-02354,2025-02-13,2025-02-16,2025-02-19,31173.84,31173.84,Conciliado,Recebimento,CT-008,FN-007,Ref. NF-5567,Pix,0.00,,,,,,,,
TRX-02598,2024-12-23,2025-01-01,2025-01-02,10529.17,10529.17,Conciliado,Recebimento,CT-008,FN-010,Ref. NF-1273,Pix,0.00,,,,,,,,
TRX-02731,2025-02-01,2025-02-08,2025-02-11,27212.78,27212.78,Conciliado,Pagamento,CT-001,FN-010,Ref. NF-1756,Boleto,0.00,,,,,,,,
TRX-02118,2024-11-09,2024-11-16,,39043.16,,Pendente,Pagamento,CT-002,FN-006,Ref. NF-9673,Boleto,39043.16,196,,181 a 360 dias,,Muito Crítico,,6,
TRX-00692,2024-12-17,2024-12-26,2024-12-28,28594.26,27020.15,Divergente,Pagamento,CT-003,FN-007,Ref. NF-8191,Pix,1574.11,,154,,121 a 180 dias,,Crítico,,5
TRX-02078,2025-04-12,2025-04-16,2025-04-16,31749.24,31749.24,Conciliado,Recebimento,CT-007,FN-001,Ref. NF-2289,Pix,0.00,,,,,,,,
TRX-02344,2024-02-17,2024-03-03,,38483.84,,Pendente,Pagamento,CT-008,FN-010,Ref. NF-8328,Ted,38483.84,454,,+360 dias,,Máximo,,7,
TRX-00263,2025-03-18,2025-03-31,2025-04-02,30256.53,30256.53,Conciliado,Recebimento,CT-003,FN-003,Ref. NF-6713,Pix,0.00,,,,,,,,
TRX-00416,2024-02-03,2024-02-06,2024-02-07,31512.29,31512.29,Conciliado,Pagamento,CT-006,FN-007,Ref. NF-6050,Ted,0.00,,,,,,,,
TRX-00365,2024-06-15,2024-06-16,2024-06-19,39562.62,39562.62,Conciliado,Pagamento,CT-002,FN-007,Ref. NF-2466,Pix,0.00,,,,,,,,
TRX-02659,2024-06-28,2024-07-03,2024-07-04,33142.64,30939.68,Divergente,Estorno,CT-007,FN-004,Ref. NF-4774,Pix,2202.96,,331,,181 a 360 dias,,Muito Crítico,,6
TRX-02024,2024-12-07,2024-12-14,2024-12-15,44344.44,44344.44,Conciliado,Pagamento,CT-005,FN-007,Ref. NF-2809,Pix,0.00,,,,,,,,
TRX-02277,2024-06-09,2024-06-12,2024-06-17,34347.81,31287.45,Divergente,Pagamento,CT-005,FN-005,Ref. NF-2902,Boleto,3060.36,,348,,181 a 360 dias,,Muito Crítico,,6
TRX-00163,2024-08-16,2024-08-26,2024-08-27,22228.66,22228.66,Conciliado,Pagamento,CT-001,FN-007,Ref. NF-6224,Pix,0.00,,,,,,,,
TRX-00309,2024-07-27,2024-08-03,2024-08-03,1336.10,1336.10,Conciliado,Recebimento,CT-007,FN-006,Ref. NF-2189,Débito,0.00,,,,,,,,
TRX-00559,2024-07-31,2024-08-14,2024-08-17,24631.08,24631.08,Conciliado,Estorno,CT-005,FN-001,Ref. NF-1311,Débito,0.00,,,,,,,,
TRX-01924,2024-07-13,2024-07-23,2024-07-26,35823.48,35823.48,Conciliado,Pagamento,CT-008,FN-009,Ref. NF-6584,Ted,0.00,,,,,,,,
TRX-02689,2024-05-05,2024-05-10,,36577.44,,Pendente,Recebimento,CT-005,FN-004,Ref. NF-1464,Ted,36577.44,386,,+360 dias,,Máximo,,7,
TRX-00860,2025-04-22,2025-05-04,2025-05-04,33225.96,33225.96,Conciliado,Pagamento,CT-004,FN-009,Ref. NF-4607,Débito,0.00,,,,,,,,
TRX-02963,2024-12-12,2024-12-24,2024-12-26,16353.60,16353.60,Conciliado,Estorno,CT-002,FN-007,Ref. NF-5320,Boleto,0.00,,,,,,,,
TRX-02910,2024-01-11,2024-01-20,2024-01-23,12321.50,12321.50,Conciliado,Estorno,CT-004,FN-007,Ref. NF-7256,Pix,0.00,,,,,,,,
TRX-00242,2024-04-24,2024-05-05,2024-05-10,6803.74,5814.02,Divergente,Recebimento,CT-005,FN-005,Ref. NF-4619,Pix,989.72,,386,,+360 dias,,Máximo,,7
TRX-02776,2024-12-26,2025-01-09,,39558.92,,Pendente,Estorno,CT-007,FN-006,Ref. NF-4746,Boleto,39558.92,142,,121 a 180 dias,,Crítico,,5,
TRX-02020,2024-09-27,2024-10-03,2024-10-06,13609.15,13609.15,Conciliado,Pagamento,CT-002,FN-010,Ref. NF-7478,Pix,0.00,,,,,,,,
TRX-01242,2024-02-15,2024-03-01,2024-03-02,39284.77,39284.77,Conciliado,Pagamento,CT-003,FN-009,Ref. NF-5823,Débito,0.00,,,,,,,,
TRX-01777,2025-02-16,2025-02-27,2025-02-28,1763.91,1763.91,Conciliado,Estorno,CT-003,FN-003,Ref. NF-8848,Pix,0.00,,,,,,,,
TRX-00138,2024-10-01,2024-10-02,2024-10-02,36511.65,36511.65,Conciliado,Recebimento,CT-003,FN-005,Ref. NF-5728,Pix,0.00,,,,,,,,
TRX-01640,2024-11-04,2024-11-15,2024-11-17,13349.29,13349.29,Conciliado,Estorno,CT-006,FN-008,Ref. NF-2939,Boleto,0.00,,,,,,,,
TRX-01103,2024-07-17,2024-07-30,2024-07-31,9542.55,9542.55,Conciliado,Recebimento,CT-001,FN-005,Ref. NF-2902,Pix,0.00,,,,,,,,
TRX-00678,2024-07-11,2024-07-18,2024-07-20,48720.86,48720.86,Conciliado,Pagamento,CT-002,FN-006,Ref. NF-7619,Pix,0.00,,,,,,,,
TRX-02430,2024-03-09,2024-03-11,2024-03-14,976.50,976.50,Conciliado,Pagamento,CT-004,FN-008,Ref. NF-9522,Pix,0.00,,,,,,,,
TRX-01644,2024-02-21,2024-02-27,2024-03-02,38300.71,36378.33,Divergente,Recebimento,CT-008,FN-006,Ref. NF-6406,Pix,1922.38,,455,,+360 dias,,Máximo,,7
TRX-00733,2024-12-22,2025-01-03,2025-01-06,18898.37,18898.37,Conciliado,Recebimento,CT-001,FN-007,Ref. NF-1494,Pix,0.00,,,,,,,,
TRX-00622,2024-07-03,2024-07-04,2024-07-06,33917.81,33917.81,Conciliado,Pagamento,CT-006,FN-004,Ref. NF-3258,Débito,0.00,,,,,,,,
TRX-01055,2024-04-21,2024-04-28,2024-04-29,845.66,845.66,Conciliado,Pagamento,CT-004,FN-009,Ref. NF-6639,Ted,0.00,,,,,,,,
TRX-02154,2025-04-11,2025-04-18,2025-04-22,24343.32,20849.31,Divergente,Pagamento,CT-001,FN-009,Ref. NF-8916,Pix,3494.01,,39,,31 a 60 dias,,Atenção,,2
TRX-01747,2025-03-12,2025-03-17,2025-03-20,30642.22,30642.22,Conciliado,Recebimento,CT-005,FN-009,Ref. NF-3108,Ted,0.00,,,,,,,,
TRX-01963,2025-02-19,2025-02-22,2025-02-23,34787.33,34787.33,Conciliado,Pagamento,CT-002,FN-008,Ref. NF-7436,Pix,0.00,,,,,,,,
TRX-00192,2024-03-18,2024-03-24,2024-03-25,21090.78,21090.78,Conciliado,Recebimento,CT-002,FN-005,Ref. NF-4389,Pix,0.00,,,,,,,,
TRX-02158,2024-06-14,2024-06-26,,39339.06,,Pendente,Estorno,CT-001,FN-007,Ref. NF-8971,Ted,39339.06,339,,181 a 360 dias,,Muito Crítico,,6,
TRX-01213,2024-07-13,2024-07-24,,13409.80,,Pendente,Estorno,CT-005,FN-005,Ref. NF-9847,Pix,13409.80,311,,181 a 360 dias,,Muito Crítico,,6,
TRX-02905,2024-09-11,2024-09-13,2024-09-15,10455.83,10455.83,Conciliado,Pagamento,CT-003,FN-002,Ref. NF-6873,Débito,0.00,,,,,,,,
TRX-02331,2024-07-28,2024-07-29,2024-07-30,22278.06,22278.06,Conciliado,Pagamento,CT-007,FN-005,Ref. NF-8631,Boleto,0.00,,,,,,,,
TRX-01594,2024-03-13,2024-03-16,2024-03-16,43571.87,43571.87,Conciliado,Pagamento,CT-005,FN-006,Ref. NF-3739,Pix,0.00,,,,,,,,
TRX-01060,2024-10-30,2024-11-02,2024-11-05,23878.27,23878.27,Conciliado,Pagamento,CT-001,FN-007,Ref. NF-5549,Ted,0.00,,,,,,,,
TRX-00665,2024-09-20,2024-09-27,2024-10-01,31871.98,28133.34,Divergente,Pagamento,CT-006,FN-001,Ref. NF-2333,Ted,3738.64,,242,,181 a 360 dias,,Muito Crítico,,6
TRX-00939,2024-11-25,2024-11-28,2024-12-01,43337.73,43337.73,Conciliado,Pagamento,CT-006,FN-007,Ref. NF-1233,Débito,0.00,,,,,,,,
TRX-02768,2024-03-31,2024-04-01,2024-04-03,690.84,690.84,Conciliado,Pagamento,CT-002,FN-001,Ref. NF-5753,Boleto,0.00,,,,,,,,
TRX-01937,2025-03-10,2025-03-18,2025-03-19,30459.98,30459.98,Conciliado,Pagamento,CT-003,FN-009,Ref. NF-5148,Boleto,0.00,,,,,,,,
TRX-02427,2025-01-04,2025-01-15,2025-01-16,734.23,734.23,Conciliado,Pagamento,CT-008,FN-008,Ref. NF-2553,Débito,0.00,,,,,,,,
TRX-02856,2024-07-12,2024-07-17,2024-07-17,31065.26,31065.26,Conciliado,Pagamento,CT-005,FN-006,Ref. NF-5097,Boleto,0.00,,,,,,,,
TRX-00562,2025-01-05,2025-01-17,2025-01-17,40087.88,40087.88,Conciliado,Recebimento,CT-006,FN-008,Ref. NF-4268,Boleto,0.00,,,,,,,,
TRX-00659,2024-09-25,2024-10-02,2024-10-02,19045.24,19045.24,Conciliado,Recebimento,CT-003,FN-003,Ref. NF-4041,Ted,0.00,,,,,,,,
TRX-02816,2024-05-08,2024-05-20,2024-05-22,25487.68,25487.68,Conciliado,Pagamento,CT-005,FN-008,Ref. NF-1971,Boleto,0.00,,,,,,,,
TRX-00830,2024-03-07,2024-03-17,2024-03-19,4280.70,4280.70,Conciliado,Recebimento,CT-002,FN-002,Ref. NF-8266,Boleto,0.00,,,,,,,,
TRX-00231,2024-07-21,2024-07-30,2024-07-31,2038.56,2038.56,Conciliado,Pagamento,CT-005,FN-003,Ref. NF-3290,Pix,0.00,,,,,,,,
TRX-00275,2024-06-24,2024-07-09,2024-07-10,47430.18,47430.18,Conciliado,Pagamento,CT-004,FN-003,Ref. NF-1359,Débito,0.00,,,,,,,,
TRX-00431,2024-06-02,2024-06-12,2024-06-14,29344.99,29344.99,Conciliado,Recebimento,CT-006,FN-002,Ref. NF-1870,Ted,0.00,,,,,,,,
TRX-00062,2024-02-29,2024-03-13,2024-03-16,23367.83,23367.83,Conciliado,Estorno,CT-001,FN-009,Ref. NF-4335,Boleto,0.00,,,,,,,,
TRX-02835,2024-01-31,2024-02-09,2024-02-12,27625.80,27625.80,Conciliado,Pagamento,CT-005,FN-010,Ref. NF-8416,Boleto,0.00,,,,,,,,
TRX-01958,2024-12-15,2024-12-27,2024-12-27,10414.39,10414.39,Conciliado,Pagamento,CT-008,FN-010,Ref. NF-1217,Boleto,0.00,,,,,,,,
TRX-00539,2024-12-31,2025-01-07,2025-01-10,5216.33,5216.33,Conciliado,Estorno,CT-005,FN-002,Ref. NF-1745,Boleto,0.00,,,,,,,,
TRX-00172,2024-05-11,2024-05-24,2024-05-27,36772.23,36772.23,Conciliado,Recebimento,CT-008,FN-003,Ref. NF-1962,Débito,0.00,,,,,,,,
TRX-02841,2025-03-23,2025-03-26,2025-03-29,31819.89,31819.89,Conciliado,Pagamento,CT-007,FN-010,Ref. NF-8667,Débito,0.00,,,,,,,,
TRX-02638,2024-12-06,2024-12-20,2024-12-22,6531.40,6531.40,Conciliado,Estorno,CT-006,FN-005,Ref. NF-9485,Pix,0.00,,,,,,,,
TRX-01613,2024-12-18,2024-12-27,2024-12-28,22613.55,22613.55,Conciliado,Pagamento,CT-004,FN-009,Ref. NF-1551,Pix,0.00,,,,,,,,
TRX-00470,2024-10-22,2024-10-31,2024-11-02,24716.06,24716.06,Conciliado,Pagamento,CT-007,FN-009,Ref. NF-5041,Ted,0.00,,,,,,,,
TRX-01557,2024-07-28,2024-08-03,2024-08-03,40702.31,40702.31,Conciliado,Pagamento,CT-004,FN-008,Ref. NF-4080,Ted,0.00,,,,,,,,
TRX-00615,2024-07-08,2024-07-21,2024-07-22,6365.42,6365.42,Conciliado,Pagamento,CT-007,FN-002,Ref. NF-6209,Boleto,0.00,,,,,,,,
TRX-01041,2024-06-04,2024-06-06,2024-06-09,21051.70,21051.70,Conciliado,Pagamento,CT-003,FN-003,Ref. NF-5086,Débito,0.00,,,,,,,,
TRX-01018,2025-03-01,2025-03-02,2025-03-02,37518.64,37518.64,Conciliado,Pagamento,CT-005,FN-010,Ref. NF-5963,Ted,0.00,,,,,,,,
TRX-00125,2024-11-05,2024-11-08,2024-11-10,38272.68,38272.68,Conciliado,Pagamento,CT-006,FN-008,Ref. NF-2858,Débito,0.00,,,,,,,,
TRX-02092,2024-10-07,2024-10-22,2024-10-23,3719.02,3719.02,Conciliado,Pagamento,CT-004,FN-009,Ref. NF-3835,Pix,0.00,,,,,,,,
TRX-01727,2025-04-05,2025-04-06,2025-04-08,40620.07,40620.07,Conciliado,Pagamento,CT-001,FN-005,Ref. NF-2474,Pix,0.00,,,,,,,,
TRX-02317,2024-10-31,2024-11-12,2024-11-14,12660.52,12660.52,Conciliado,Pagamento,CT-003,FN-003,Ref. NF-6848,Pix,0.00,,,,,,,,
TRX-00289,2024-01-01,2024-01-15,2024-01-17,28335.46,28335.46,Conciliado,Estorno,CT-005,FN-009,Ref. NF-8445,Pix,0.00,,,,,,,,
TRX-01068,2024-09-05,2024-09-11,2024-09-13,30451.53,30451.53,Conciliado,Pagamento,CT-004,FN-010,Ref. NF-1178,Débito,0.00,,,,,,,,
TRX-01134,2025-02-20,2025-02-21,2025-02-22,7179.98,7179.98,Conciliado,Estorno,CT-001,FN-007,Ref. NF-5575,Débito,0.00,,,,,,,,
TRX-00448,2024-02-14,2024-02-28,2024-03-02,34934.85,34934.85,Conciliado,Recebimento,CT-003,FN-002,Ref. NF-7995,Pix,0.00,,,,,,,,
TRX-00796,2024-03-16,2024-03-23,2024-03-25,2029.78,2029.78,Conciliado,Pagamento,CT-006,FN-008,Ref. NF-7189,Ted,0.00,,,,,,,,
TRX-00094,2024-02-05,2024-02-08,2024-02-10,21281.71,21281.71,Conciliado,Pagamento,CT-004,FN-007,Ref. NF-2391,Pix,0.00,,,,,,,,
TRX-01056,2025-04-07,2025-04-19,2025-04-19,33864.73,33864.73,Conciliado,Estorno,CT-007,FN-002,Ref. NF-6922,Pix,0.00,,,,,,,,
TRX-01988,2025-03-13,2025-03-20,2025-03-23,41578.58,41578.58,Conciliado,Pagamento,CT-007,FN-007,Ref. NF-1074,Débito,0.00,,,,,,,,
TRX-01828,2024-11-29,2024-12-14,2024-12-14,42616.17,42616.17,Conciliado,Pagamento,CT-004,FN-006,Ref. NF-9746,Pix,0.00,,,,,,,,
TRX-01281,2024-02-15,2024-02-21,2024-02-23,41466.17,41466.17,Conciliado,Recebimento,CT-002,FN-006,Ref. NF-7872,Ted,0.00,,,,,,,,
TRX-02232,2025-01-03,2025-01-04,2025-01-07,16898.19,16898.19,Conciliado,Pagamento,CT-006,FN-007,Ref. NF-4277,Pix,0.00,,,,,,,,
TRX-02947,2024-04-17,2024-04-27,2024-04-29,1448.31,1448.31,Conciliado,Pagamento,CT-006,FN-009,Ref. NF-7741,Ted,0.00,,,,,,,,
TRX-01469,2024-01-10,2024-01-15,2024-01-15,4020.47,4020.47,Conciliado,Recebimento,CT-003,FN-001,Ref. NF-4306,Pix,0.00,,,,,,,,
TRX-01229,2025-04-01,2025-04-02,2025-04-02,49864.52,49864.52,Conciliado,Pagamento,CT-004,FN-001,Ref. NF-9583,Pix,0.00,,,,,,,,
TRX-00694,2024-07-27,2024-08-09,2024-08-09,36632.67,36632.67,Conciliado,Pagamento,CT-002,FN-002,Ref. NF-9074,Boleto,0.00,,,,,,,,
TRX-01252,2024-09-27,2024-09-28,2024-09-29,4121.56,4121.56,Conciliado,Pagamento,CT-005,FN-010,Ref. NF-8263,Ted,0.00,,,,,,,,
TRX-01174,2024-02-02,2024-02-05,2024-02-07,40853.29,40853.29,Conciliado,Pagamento,CT-003,FN-009,Ref. NF-8084,Pix,0.00,,,,,,,,
TRX-02108,2024-01-05,2024-01-20,2024-01-21,45176.26,45176.26,Conciliado,Recebimento,CT-005,FN-008,Ref. NF-2986,Ted,0.00,,,,,,,,
TRX-00775,2024-01-05,2024-01-11,2024-01-14,28589.73,28589.73,Conciliado,Pagamento,CT-004,FN-008,Ref. NF-4562,Pix,0.00,,,,,,,,
TRX-01329,2025-04-20,2025-05-05,2025-05-05,32577.33,32577.33,Conciliado,Estorno,CT-008,FN-004,Ref. NF-5794,Boleto,0.00,,,,,,,,
TRX-00422,2024-02-22,2024-02-26,2024-02-27,7507.06,7507.06,Conciliado,Pagamento,CT-006,FN-005,Ref. NF-6549,Débito,0.00,,,,,,,,
TRX-02937,2024-01-19,2024-01-26,2024-01-26,43382.10,43382.10,Conciliado,Pagamento,CT-001,FN-003,Ref. NF-6496,Boleto,0.00,,,,,,,,
TRX-01440,2025-02-16,2025-02-20,2025-02-21,44503.69,44503.69,Conciliado,Pagamento,CT-008,FN-003,Ref. NF-1569,Pix,0.00,,,,,,,,
TRX-01787,2024-09-16,2024-09-19,,18876.89,,Pendente,Recebimento,CT-007,FN-003,Ref. NF-1225,Boleto,18876.89,254,,181 a 360 dias,,Muito Crítico,,6,
TRX-00293,2025-03-05,2025-03-15,2025-03-17,9095.69,9095.69,Conciliado,Estorno,CT-003,FN-010,Ref. NF-5067,Débito,0.00,,,,,,,,
TRX-01230,2025-04-18,2025-04-19,2025-04-19,32023.26,32023.26,Conciliado,Recebimento,CT-006,FN-008,Ref. NF-1050,Ted,0.00,,,,,,,,
TRX-00611,2024-11-11,2024-11-16,2024-11-16,22987.95,22987.95,Conciliado,Pagamento,CT-003,FN-002,Ref. NF-8643,Boleto,0.00,,,,,,,,
TRX-02995,2024-11-20,2024-11-23,2024-11-24,20841.14,20841.14,Conciliado,Pagamento,CT-002,FN-002,Ref. NF-5761,Pix,0.00,,,,,,,,
